magnitude,stimLevel,numStims,betaLabels,sid,channel,subjectNum,phaseClass,setToDeliverPhase
438.117079570833,2.5,Base,0,d5cd55,144,1,90,180
191.086907059739,2.5,Base,0,d5cd55,144,1,90,180
144.999149630217,2.5,Base,0,d5cd55,144,1,90,180
131.57311632095,2.5,Base,0,d5cd55,144,1,90,180
214.668066576556,2.5,Base,0,d5cd55,144,1,90,180
361.840716879895,2.5,Base,0,d5cd55,144,1,90,180
91.5577652202824,2.5,Base,0,d5cd55,144,1,90,180
266.091075341042,2.5,Base,0,d5cd55,144,1,90,180
245.287449191927,2.5,Base,0,d5cd55,144,1,90,180
309.594366655344,2.5,Base,0,d5cd55,144,1,90,180
204.904410997494,2.5,Base,0,d5cd55,144,1,90,180
164.971619670292,2.5,Base,0,d5cd55,144,1,90,180
253.794932894547,2.5,Base,0,d5cd55,144,1,90,180
215.601011906653,2.5,Base,0,d5cd55,144,1,90,180
260.978285562267,2.5,Base,0,d5cd55,144,1,90,180
195.004947611221,2.5,Base,0,d5cd55,144,1,90,180
209.921310931022,2.5,Base,0,d5cd55,144,1,90,180
242.794957856219,2.5,Base,0,d5cd55,144,1,90,180
165.577276520338,2.5,Base,0,d5cd55,144,1,90,180
314.582942610373,2.5,Base,0,d5cd55,144,1,90,180
113.736066701967,2.5,Base,0,d5cd55,144,1,90,180
219.232907142124,2.5,Base,0,d5cd55,144,1,90,180
229.176351725077,2.5,Base,0,d5cd55,144,1,90,180
272.671392517766,2.5,Base,0,d5cd55,144,1,90,180
144.530119843386,2.5,Base,0,d5cd55,144,1,90,180
309.209961043031,2.5,Base,0,d5cd55,144,1,90,180
261.123695514659,2.5,Base,0,d5cd55,144,1,90,180
272.124807754249,2.5,Base,0,d5cd55,144,1,90,180
261.704831117735,2.5,Base,0,d5cd55,144,1,90,180
397.971184435,2.5,Base,0,d5cd55,144,1,90,180
179.852939266885,2.5,Base,0,d5cd55,144,1,90,180
497.502090452851,2.5,Base,0,d5cd55,144,1,90,180
